Plant ID;Date (start);Meter;Interval;Value
LERO;01/02/2023;Utility Statement;Monthly;432981.16667
LERO;01/03/2023;Utility Statement;Monthly;1066743.75
LERO;01/04/2023;Utility Statement;Monthly;592410.91667
LERO;01/05/2023;Utility Statement;Monthly;761557.75
LERO;01/06/2023;Utility Statement;Monthly;330983.41667
LOMO;01/01/2023;Utility Statement;Monthly;4280954.5
LOMO;01/02/2023;Utility Statement;Monthly;2726128.33333
LOMO;01/03/2023;Utility Statement;Monthly;4574702.08333
LOMO;01/04/2023;Utility Statement;Monthly;2776031.58333
LOMO;01/05/2023;Utility Statement;Monthly;3097683.33333
LOMO;01/06/2023;Utility Statement;Monthly;1382283.58333
LOPV;01/01/2023;Utility Statement;Monthly;2814081.16667
LOPV;01/02/2023;Utility Statement;Monthly;2224773.16667
LOPV;01/03/2023;Utility Statement;Monthly;2200352.0
LOPV;01/04/2023;Utility Statement;Monthly;2384152.41667
LOPV;01/05/2023;Utility Statement;Monthly;2101536.0
LOPV;01/06/2023;Utility Statement;Monthly;1312297.58333
LORO;01/01/2023;Utility Statement;Monthly;15013987.0
LORO;01/02/2023;Utility Statement;Monthly;6609760.5
LORO;01/03/2023;Utility Statement;Monthly;12620322.91667
LORO;01/04/2023;Utility Statement;Monthly;6753365.58333
LORO;01/05/2023;Utility Statement;Monthly;5611233.5
LORO;01/06/2023;Utility Statement;Monthly;2441353.5
LOU2;01/01/2023;Utility Statement;Monthly;171260.83333
LOU2;01/02/2023;Utility Statement;Monthly;317453.5
LOU2;01/03/2023;Utility Statement;Monthly;353549.0
LOU2;01/04/2023;Utility Statement;Monthly;361034.16667
LOU2;01/05/2023;Utility Statement;Monthly;324619.58333
LOU2;01/06/2023;Utility Statement;Monthly;190813.33333
LOYE;01/01/2023;Utility Statement;Monthly;154879.83333
LOYE;01/02/2023;Utility Statement;Monthly;403950.33333
LOYE;01/03/2023;Utility Statement;Monthly;470480.0
LOYE;01/04/2023;Utility Statement;Monthly;588729.58333
LOYE;01/05/2023;Utility Statement;Monthly;642271.41667
LOYE;01/06/2023;Utility Statement;Monthly;796134.75
LUC2;01/01/2023;Utility Statement;Monthly;4170757.16667
LUC2;01/02/2023;Utility Statement;Monthly;2438165.66667
LUC2;01/03/2023;Utility Statement;Monthly;2758310.33333
LUC2;01/04/2023;Utility Statement;Monthly;2825279.25
LUC2;01/05/2023;Utility Statement;Monthly;3094638.41667
LUC2;01/06/2023;Utility Statement;Monthly;1884982.0
LUCO;01/01/2023;Utility Statement;Monthly;3859615.16667
LUCO;01/02/2023;Utility Statement;Monthly;2249497.0
LUCO;01/03/2023;Utility Statement;Monthly;2454678.16667
LUCO;01/04/2023;Utility Statement;Monthly;2473992.91667
LUCO;01/05/2023;Utility Statement;Monthly;2609464.83333
LUCO;01/06/2023;Utility Statement;Monthly;1218070.91667
LUX1;01/01/2023;Utility Statement;Monthly;194265.83333
LUX1;01/02/2023;Utility Statement;Monthly;572947.33333
LUX1;01/03/2023;Utility Statement;Monthly;806028.33333
LUX1;01/04/2023;Utility Statement;Monthly;1020045.5
LUX1;01/05/2023;Utility Statement;Monthly;1221017.83333
LUX1;01/06/2023;Utility Statement;Monthly;1348818.83333
MACH;01/01/2023;Utility Statement;Monthly;1874286.16667
MACH;01/02/2023;Utility Statement;Monthly;1160124.83333
MACH;01/03/2023;Utility Statement;Monthly;2187279.0
MACH;01/04/2023;Utility Statement;Monthly;1139557.25
MACH;01/05/2023;Utility Statement;Monthly;1205692.33333
MACH;01/06/2023;Utility Statement;Monthly;479359.25
MAG1;01/01/2023;Utility Statement;Monthly;2570877.16667
MAG1;01/02/2023;Utility Statement;Monthly;1513141.83333
MAG1;01/03/2023;Utility Statement;Monthly;2169123.41667
MAG1;01/04/2023;Utility Statement;Monthly;1467277.16667
MAG1;01/05/2023;Utility Statement;Monthly;1667844.58333
MAG1;01/06/2023;Utility Statement;Monthly;1267808.66667
MAG3;01/01/2023;Utility Statement;Monthly;1216886.16667
MAG3;01/02/2023;Utility Statement;Monthly;973526.16667
MAG3;01/03/2023;Utility Statement;Monthly;1242452.0
MAG3;01/04/2023;Utility Statement;Monthly;882896.58333
MAG3;01/05/2023;Utility Statement;Monthly;853250.58333
MAG3;01/06/2023;Utility Statement;Monthly;639658.0
MANO;01/01/2023;Utility Statement;Monthly;265942.0
MANO;01/02/2023;Utility Statement;Monthly;339991.83333
MANO;01/03/2023;Utility Statement;Monthly;509440.41667
MANO;01/04/2023;Utility Statement;Monthly;583053.0
MANO;01/05/2023;Utility Statement;Monthly;541263.25
MANO;01/06/2023;Utility Statement;Monthly;563786.58333
MAUR;01/01/2023;Utility Statement;Monthly;2178703.16667
MAUR;01/02/2023;Utility Statement;Monthly;930167.66667
MAUR;01/03/2023;Utility Statement;Monthly;2800295.66667
MAUR;01/04/2023;Utility Statement;Monthly;1065574.83333
MAUR;01/06/2023;Utility Statement;Monthly;626889.25
MAZE;02/04/2023;Utility Statement;Monthly;346367.91667
MAZE;01/05/2023;Utility Statement;Monthly;323380.0
MAZE;01/06/2023;Utility Statement;Monthly;450166.75
MAZU;01/01/2023;Utility Statement;Monthly;4060692.16667
MAZU;01/02/2023;Utility Statement;Monthly;2383468.5
MAZU;01/03/2023;Utility Statement;Monthly;4132448.0
MAZU;01/04/2023;Utility Statement;Monthly;2575811.25
MAZU;01/05/2023;Utility Statement;Monthly;2566699.0
MAZU;01/06/2023;Utility Statement;Monthly;1590154.25
MDR1;01/01/2023;Utility Statement;Monthly;185463.83333
MDR1;01/02/2023;Utility Statement;Monthly;475455.66667
MDR1;01/03/2023;Utility Statement;Monthly;468696.91667
MDR1;01/04/2023;Utility Statement;Monthly;729720.58333
MDR1;01/05/2023;Utility Statement;Monthly;853288.75
MDR1;01/06/2023;Utility Statement;Monthly;544788.33333
MODF;01/01/2023;Utility Statement;Monthly;2975684.0
MODF;01/02/2023;Utility Statement;Monthly;1767055.5
MODF;01/03/2023;Utility Statement;Monthly;2681816.66667
MODF;01/04/2023;Utility Statement;Monthly;1404384.83333
MODF;01/05/2023;Utility Statement;Monthly;1307803.16667
MODF;01/06/2023;Utility Statement;Monthly;1229874.0
MOTG;01/01/2023;Utility Statement;Monthly;4966634.83333
MOTG;01/02/2023;Utility Statement;Monthly;3575566.33333
MOTG;01/03/2023;Utility Statement;Monthly;4676575.66667
MOTG;01/04/2023;Utility Statement;Monthly;2787847.41667
MOTG;01/05/2023;Utility Statement;Monthly;2446113.66667
MOTG;01/06/2023;Utility Statement;Monthly;1803469.0
MTL1;01/01/2023;Utility Statement;Monthly;2200591.5
MTL1;01/02/2023;Utility Statement;Monthly;1755595.66667
MTL1;01/03/2023;Utility Statement;Monthly;2518707.16667
MTL1;01/04/2023;Utility Statement;Monthly;2018556.33333
MTL1;01/05/2023;Utility Statement;Monthly;1764984.41667
MTL1;01/06/2023;Utility Statement;Monthly;942374.08333
NAC1;01/01/2023;Utility Statement;Monthly;3198157.0
NAC1;01/02/2023;Utility Statement;Monthly;2253090.66667
NAC1;01/03/2023;Utility Statement;Monthly;3246958.66667
NAC1;01/04/2023;Utility Statement;Monthly;2683569.83333
NAC1;01/05/2023;Utility Statement;Monthly;2955092.91667
NAC1;01/06/2023;Utility Statement;Monthly;1167105.83333
NAC2;01/01/2023;Utility Statement;Monthly;2293483.0
NAC2;01/02/2023;Utility Statement;Monthly;1867517.0
NAC2;01/03/2023;Utility Statement;Monthly;2524079.66667
NAC2;01/04/2023;Utility Statement;Monthly;2007683.25
NAC2;01/05/2023;Utility Statement;Monthly;2300620.16667
NAC2;01/06/2023;Utility Statement;Monthly;917364.25
NARB;01/01/2023;Utility Statement;Monthly;382834.5
NARB;01/02/2023;Utility Statement;Monthly;533120.16667
NARB;01/03/2023;Utility Statement;Monthly;685322.41667
NARB;01/04/2023;Utility Statement;Monthly;835103.41667
NARB;01/05/2023;Utility Statement;Monthly;970898.58333
NARB;01/06/2023;Utility Statement;Monthly;978324.33333
NIED;01/01/2023;Utility Statement;Monthly;3142094.0
NIED;01/02/2023;Utility Statement;Monthly;2105438.66667
NIED;01/03/2023;Utility Statement;Monthly;2751496.66667
NIED;01/04/2023;Utility Statement;Monthly;1650780.0
NIED;01/05/2023;Utility Statement;Monthly;1092737.25
NIED;01/06/2023;Utility Statement;Monthly;911200.25
NIEV;01/01/2023;Utility Statement;Monthly;437181.5
NIEV;01/02/2023;Utility Statement;Monthly;1092072.66667
NIEV;01/03/2023;Utility Statement;Monthly;1304957.33333
NIEV;01/04/2023;Utility Statement;Monthly;1664302.75
NIEV;01/05/2023;Utility Statement;Monthly;1829737.66667
NIEV;01/06/2023;Utility Statement;Monthly;2209704.16667
NIPL;01/01/2023;Utility Statement;Monthly;1908636.33333
NIPL;01/02/2023;Utility Statement;Monthly;897756.0
NIPL;01/03/2023;Utility Statement;Monthly;1287701.58333
NIPL;01/04/2023;Utility Statement;Monthly;674078.83333
NIPL;01/05/2023;Utility Statement;Monthly;649564.0
NIPL;01/06/2023;Utility Statement;Monthly;426578.83333
NITR;01/04/2023;Utility Statement;Monthly;405184.83333
NITR;01/05/2023;Utility Statement;Monthly;468337.41667
NITR;01/06/2023;Utility Statement;Monthly;617807.0
NOUR;01/01/2023;Utility Statement;Monthly;1888186.66667
NOUR;01/02/2023;Utility Statement;Monthly;1023653.66667
NOUR;01/03/2023;Utility Statement;Monthly;2469124.75
NOUR;01/04/2023;Utility Statement;Monthly;1209971.58333
NOUR;01/05/2023;Utility Statement;Monthly;1453874.41667
NOUR;01/06/2023;Utility Statement;Monthly;657298.0
OTTM;01/06/2023;Utility Statement;Monthly;2598105.66667
OUPI;01/01/2023;Utility Statement;Monthly;2603745.83333
OUPI;01/02/2023;Utility Statement;Monthly;1922504.66667
OUPI;01/03/2023;Utility Statement;Monthly;1380594.83333
OUPI;01/04/2023;Utility Statement;Monthly;0.0
OUPI;01/05/2023;Utility Statement;Monthly;0.0
OUPI;01/06/2023;Utility Statement;Monthly;0.0
PAAN;01/01/2023;Utility Statement;Monthly;8092917.83333
PAAN;01/02/2023;Utility Statement;Monthly;4887181.16667
PAAN;01/03/2023;Utility Statement;Monthly;6988321.66667
PAAN;01/04/2023;Utility Statement;Monthly;4728089.66667
PAAN;01/05/2023;Utility Statement;Monthly;4859734.91667
PAAN;01/06/2023;Utility Statement;Monthly;2613623.83333
PDCE;01/01/2023;Utility Statement;Monthly;3517381.66667
PDCE;01/02/2023;Utility Statement;Monthly;1744608.0
PDCE;01/03/2023;Utility Statement;Monthly;3080564.16667
PDCE;01/04/2023;Utility Statement;Monthly;1724135.66667
PDCE;01/05/2023;Utility Statement;Monthly;1804963.16667
PDCE;01/06/2023;Utility Statement;Monthly;1124598.16667
PDFE;01/01/2023;Utility Statement;Monthly;2545434.83333
PDFE;01/02/2023;Utility Statement;Monthly;1831156.66667
PDFE;01/03/2023;Utility Statement;Monthly;2450398.83333
PDFE;01/04/2023;Utility Statement;Monthly;1467580.0
PDFE;01/05/2023;Utility Statement;Monthly;1079563.16667
PDFE;01/06/2023;Utility Statement;Monthly;868696.41667
PEMO;01/01/2023;Utility Statement;Monthly;1989096.33333
PEMO;01/02/2023;Utility Statement;Monthly;981499.16667
PEMO;01/03/2023;Utility Statement;Monthly;1340615.16667
PEMO;01/04/2023;Utility Statement;Monthly;1048596.0
PEMO;01/05/2023;Utility Statement;Monthly;660793.0
PEMO;01/06/2023;Utility Statement;Monthly;702304.0
PLAN;01/01/2023;Utility Statement;Monthly;6110876.33333
PLAN;01/02/2023;Utility Statement;Monthly;3710949.16667
PLAN;01/03/2023;Utility Statement;Monthly;6264368.33333
PLAN;01/04/2023;Utility Statement;Monthly;4201033.66667
PLAN;01/05/2023;Utility Statement;Monthly;3935813.58333
PLAN;01/06/2023;Utility Statement;Monthly;2685834.75
PLAT;01/01/2023;Utility Statement;Monthly;1392278.66667
PLAT;01/02/2023;Utility Statement;Monthly;564800.66667
PLAT;01/03/2023;Utility Statement;Monthly;1645161.75
PLAT;01/04/2023;Utility Statement;Monthly;669287.5
PLAT;01/05/2023;Utility Statement;Monthly;669915.75
PLAT;01/06/2023;Utility Statement;Monthly;219847.0
PLES;01/01/2023;Utility Statement;Monthly;3950225.5
PLES;01/02/2023;Utility Statement;Monthly;1938874.0
PLES;01/03/2023;Utility Statement;Monthly;3340658.41667
PLES;01/04/2023;Utility Statement;Monthly;2027460.75
PLES;01/05/2023;Utility Statement;Monthly;1681528.41667
PLES;01/06/2023;Utility Statement;Monthly;1089635.16667
PLEU;01/01/2023;Utility Statement;Monthly;2640027.0
PLEU;01/02/2023;Utility Statement;Monthly;1235970.83333
PLEU;01/03/2023;Utility Statement;Monthly;3203404.5
PLEU;01/04/2023;Utility Statement;Monthly;1445842.25
PLEU;01/05/2023;Utility Statement;Monthly;1647757.75
PLEU;01/06/2023;Utility Statement;Monthly;722991.66667
PLGR;01/01/2023;Utility Statement;Monthly;3714426.0
PLGR;01/02/2023;Utility Statement;Monthly;2272888.0
PLGR;01/03/2023;Utility Statement;Monthly;2519677.25
PLGR;01/04/2023;Utility Statement;Monthly;1449.25
PLGR;01/05/2023;Utility Statement;Monthly;1900.33333
PLGR;01/06/2023;Utility Statement;Monthly;1724086.41667
PLOS;01/01/2023;Utility Statement;Monthly;2712188.0
PLOS;01/02/2023;Utility Statement;Monthly;1761164.83333
PLOS;01/03/2023;Utility Statement;Monthly;3093424.75
PLOS;01/04/2023;Utility Statement;Monthly;2578017.25
PLOS;01/05/2023;Utility Statement;Monthly;1869511.16667
PLOS;01/06/2023;Utility Statement;Monthly;1473823.25
POUZ;01/01/2023;Utility Statement;Monthly;1520414.83333
POUZ;01/02/2023;Utility Statement;Monthly;1084938.83333
POUZ;01/03/2023;Utility Statement;Monthly;952276.58333
POUZ;01/04/2023;Utility Statement;Monthly;1221478.41667
POUZ;01/05/2023;Utility Statement;Monthly;952778.16667
POUZ;01/06/2023;Utility Statement;Monthly;733264.16667
PUYL;01/01/2023;Utility Statement;Monthly;449730.5
PUYL;01/02/2023;Utility Statement;Monthly;599719.66667
PUYL;01/03/2023;Utility Statement;Monthly;907861.0
PUYL;01/04/2023;Utility Statement;Monthly;1030352.75
PUYL;01/05/2023;Utility Statement;Monthly;913979.83333
PUYL;01/06/2023;Utility Statement;Monthly;881170.0
PZIN;01/01/2023;Utility Statement;Monthly;286307.33333
PZIN;01/02/2023;Utility Statement;Monthly;666059.83333
PZIN;01/03/2023;Utility Statement;Monthly;958770.0
PZIN;01/04/2023;Utility Statement;Monthly;1130056.58333
PZIN;01/05/2023;Utility Statement;Monthly;1112543.66667
PZIN;01/06/2023;Utility Statement;Monthly;1227765.83333
QVA3;01/01/2023;Utility Statement;Monthly;5562188.33333
QVA3;01/02/2023;Utility Statement;Monthly;2876717.16667
QVA3;01/03/2023;Utility Statement;Monthly;5503947.16667
QVA3;01/04/2023;Utility Statement;Monthly;3019975.25
QVA3;01/05/2023;Utility Statement;Monthly;2157622.16667
QVA3;01/06/2023;Utility Statement;Monthly;936426.83333
RAM1;01/01/2023;Utility Statement;Monthly;3148112.83333
RAM1;01/02/2023;Utility Statement;Monthly;2006786.33333
RAM1;01/03/2023;Utility Statement;Monthly;2817091.16667
RAM1;01/04/2023;Utility Statement;Monthly;1355619.25
RAM1;01/05/2023;Utility Statement;Monthly;970362.0
RAM1;01/06/2023;Utility Statement;Monthly;679312.75
RAM2;01/01/2023;Utility Statement;Monthly;6918849.33333
RAM2;01/02/2023;Utility Statement;Monthly;4733011.66667
RAM2;01/03/2023;Utility Statement;Monthly;6204630.33333
RAM2;01/04/2023;Utility Statement;Monthly;3533244.75
RAM2;01/05/2023;Utility Statement;Monthly;2496911.5
RAM2;01/06/2023;Utility Statement;Monthly;1438391.83333
RIBE;01/01/2023;Utility Statement;Monthly;2764732.5
RIBE;01/02/2023;Utility Statement;Monthly;1568512.33333
RIBE;01/03/2023;Utility Statement;Monthly;2995527.41667
RIBE;01/04/2023;Utility Statement;Monthly;1725158.33333
RIBE;01/05/2023;Utility Statement;Monthly;1641529.91667
RIBE;01/06/2023;Utility Statement;Monthly;1117599.33333
RIOL;01/01/2023;Utility Statement;Monthly;919196.5
RIOL;01/02/2023;Utility Statement;Monthly;402833.0
RIOL;01/03/2023;Utility Statement;Monthly;516045.58333
RIOL;01/04/2023;Utility Statement;Monthly;516271.75
RIOL;01/05/2023;Utility Statement;Monthly;426968.75
RIOL;01/06/2023;Utility Statement;Monthly;230852.25
RODU;01/01/2023;Utility Statement;Monthly;1264939.33333
RODU;01/02/2023;Utility Statement;Monthly;558986.5
RODU;01/03/2023;Utility Statement;Monthly;1586279.41667
RODU;01/04/2023;Utility Statement;Monthly;637941.0
RODU;01/05/2023;Utility Statement;Monthly;938115.58333
RODU;01/06/2023;Utility Statement;Monthly;339896.25
ROUS;01/01/2023;Utility Statement;Monthly;3422180.83333
ROUS;01/02/2023;Utility Statement;Monthly;2634620.33333
ROUS;01/03/2023;Utility Statement;Monthly;4846650.5
ROUS;01/04/2023;Utility Statement;Monthly;3029447.5
ROUS;01/05/2023;Utility Statement;Monthly;2728248.41667
ROUS;01/06/2023;Utility Statement;Monthly;1213707.91667
SABL;01/01/2023;Utility Statement;Monthly;2917553.5
SABL;01/02/2023;Utility Statement;Monthly;1232800.33333
SABL;01/03/2023;Utility Statement;Monthly;3039039.58333
SABL;01/04/2023;Utility Statement;Monthly;1402258.83333
SABL;01/05/2023;Utility Statement;Monthly;1076570.41667
SABL;01/06/2023;Utility Statement;Monthly;420106.75
SALL;01/01/2023;Utility Statement;Monthly;2379696.83333
SALL;01/02/2023;Utility Statement;Monthly;1037351.5
SALL;01/03/2023;Utility Statement;Monthly;2591842.83333
SALL;01/04/2023;Utility Statement;Monthly;1241114.0
SALL;01/05/2023;Utility Statement;Monthly;1165914.75
SALL;01/06/2023;Utility Statement;Monthly;499752.66667
SALZ;01/01/2023;Utility Statement;Monthly;129430.5
SALZ;01/02/2023;Utility Statement;Monthly;335648.16667
SALZ;01/03/2023;Utility Statement;Monthly;454981.91667
SALZ;01/04/2023;Utility Statement;Monthly;555617.25
SALZ;01/05/2023;Utility Statement;Monthly;534482.0
SALZ;01/06/2023;Utility Statement;Monthly;523692.08333
SAMI;01/01/2023;Utility Statement;Monthly;2163678.83333
SAMI;01/02/2023;Utility Statement;Monthly;1032481.66667
SAMI;01/03/2023;Utility Statement;Monthly;2584708.0
SAMI;01/04/2023;Utility Statement;Monthly;1147602.75
SAMI;01/05/2023;Utility Statement;Monthly;1469172.25
SAMI;01/06/2023;Utility Statement;Monthly;669828.25
SAMM;01/04/2023;Utility Statement;Monthly;649433.5
SAMM;01/05/2023;Utility Statement;Monthly;710397.25
SAMM;01/06/2023;Utility Statement;Monthly;815722.58333
SAMO;01/01/2023;Utility Statement;Monthly;92577.16667
SAMO;01/02/2023;Utility Statement;Monthly;268064.0
SAMO;01/03/2023;Utility Statement;Monthly;326839.33333
SAMO;01/04/2023;Utility Statement;Monthly;399331.16667
SAMO;01/05/2023;Utility Statement;Monthly;435124.5
SAMO;01/06/2023;Utility Statement;Monthly;537455.25
SARA;27/10/2022;Utility Statement;Monthly;0.33333
SARA;31/10/2022;Utility Statement;Monthly;562.75
SARA;01/11/2022;Utility Statement;Monthly;3502109.5
SARA;09/11/2022;Utility Statement;Monthly;15908.08333
SARA;01/03/2023;Utility Statement;Monthly;7595018.0
SARA;01/04/2023;Utility Statement;Monthly;4965249.58333
SARA;01/05/2023;Utility Statement;Monthly;4957297.83333
SARA;01/06/2023;Utility Statement;Monthly;3268229.5
SAUM;01/04/2023;Utility Statement;Monthly;1417123.91667
SAUM;01/05/2023;Utility Statement;Monthly;1613658.41667
SAUM;01/06/2023;Utility Statement;Monthly;1832716.41667
SAUV;01/01/2023;Utility Statement;Monthly;2244370.83333
SAUV;01/02/2023;Utility Statement;Monthly;75105.66667
SAUV;01/03/2023;Utility Statement;Monthly;2804731.0
SAUV;01/04/2023;Utility Statement;Monthly;3117620.0
SAUV;01/05/2023;Utility Statement;Monthly;3558838.0
SAUV;01/06/2023;Utility Statement;Monthly;3087592.91667
SBAP;01/01/2023;Utility Statement;Monthly;4552782.0
SBAP;01/02/2023;Utility Statement;Monthly;2747271.5
SBAP;01/03/2023;Utility Statement;Monthly;5342033.0
SBAP;01/04/2023;Utility Statement;Monthly;2958688.0
SBAP;01/05/2023;Utility Statement;Monthly;2913041.0
SBAP;01/06/2023;Utility Statement;Monthly;2003421.5
SERY;01/01/2023;Utility Statement;Monthly;2614367.5
SERY;01/02/2023;Utility Statement;Monthly;1065667.66667
SERY;01/03/2023;Utility Statement;Monthly;2532271.41667
SERY;01/04/2023;Utility Statement;Monthly;1327880.0
SERY;01/05/2023;Utility Statement;Monthly;1027017.41667
SERY;01/06/2023;Utility Statement;Monthly;685566.0
SJVX;01/01/2023;Utility Statement;Monthly;85358.33333
SJVX;01/02/2023;Utility Statement;Monthly;227703.33333
SJVX;01/03/2023;Utility Statement;Monthly;262281.0
SJVX;01/04/2023;Utility Statement;Monthly;305493.25
SJVX;01/05/2023;Utility Statement;Monthly;351348.0
SJVX;01/06/2023;Utility Statement;Monthly;440197.41667
SOUR;01/01/2023;Utility Statement;Monthly;5417955.83333
SOUR;01/02/2023;Utility Statement;Monthly;3727104.83333
SOUR;01/03/2023;Utility Statement;Monthly;4722679.08333
SOUR;01/04/2023;Utility Statement;Monthly;3715323.58333
SOUR;01/05/2023;Utility Statement;Monthly;2986890.75
SOUR;01/06/2023;Utility Statement;Monthly;1734293.83333
SREG;01/04/2023;Utility Statement;Monthly;632469.33333
SREG;01/05/2023;Utility Statement;Monthly;639631.83333
SREG;01/06/2023;Utility Statement;Monthly;819092.5
STAU;01/01/2023;Utility Statement;Monthly;3008028.0
STAU;01/02/2023;Utility Statement;Monthly;1962283.5
STAU;01/03/2023;Utility Statement;Monthly;2803386.0
STAU;01/04/2023;Utility Statement;Monthly;1824298.58333
STAU;01/05/2023;Utility Statement;Monthly;1311224.5
STAU;01/06/2023;Utility Statement;Monthly;815557.91667
STEN;01/01/2023;Utility Statement;Monthly;2484364.5
STEN;01/02/2023;Utility Statement;Monthly;1205415.83333
STEN;01/03/2023;Utility Statement;Monthly;2355893.58333
STEN;01/04/2023;Utility Statement;Monthly;1379663.91667
STEN;01/05/2023;Utility Statement;Monthly;965042.0
STEN;01/06/2023;Utility Statement;Monthly;514329.91667
STJU;01/04/2023;Utility Statement;Monthly;329767.66667
STJU;01/05/2023;Utility Statement;Monthly;370646.58333
STJU;01/06/2023;Utility Statement;Monthly;459292.0
STMB;01/01/2023;Utility Statement;Monthly;1171377.0
STMB;01/02/2023;Utility Statement;Monthly;489055.5
STMB;01/03/2023;Utility Statement;Monthly;1605222.58333
STMB;01/04/2023;Utility Statement;Monthly;881555.41667
STMB;01/05/2023;Utility Statement;Monthly;808754.91667
STMB;01/06/2023;Utility Statement;Monthly;225338.91667
STME;01/01/2023;Utility Statement;Monthly;1406883.0
STME;01/02/2023;Utility Statement;Monthly;698843.0
STME;01/03/2023;Utility Statement;Monthly;1649349.58333
STME;01/04/2023;Utility Statement;Monthly;911164.25
STME;01/05/2023;Utility Statement;Monthly;1203901.75
STME;01/06/2023;Utility Statement;Monthly;537102.0
STPA;01/01/2023;Utility Statement;Monthly;210500.33333
STPA;01/02/2023;Utility Statement;Monthly;495404.83333
STPA;01/03/2023;Utility Statement;Monthly;599705.66667
STPA;01/04/2023;Utility Statement;Monthly;692629.0
STPA;01/05/2023;Utility Statement;Monthly;644907.91667
STPA;01/06/2023;Utility Statement;Monthly;761872.33333
STSI;01/01/2023;Utility Statement;Monthly;1427606.5
STSI;01/02/2023;Utility Statement;Monthly;826142.83333
STSI;01/03/2023;Utility Statement;Monthly;1509094.08333
STSI;01/04/2023;Utility Statement;Monthly;906824.5
STSI;01/05/2023;Utility Statement;Monthly;780661.58333
STSI;01/06/2023;Utility Statement;Monthly;342734.08333
STUL;01/01/2023;Utility Statement;Monthly;367029.83333
STUL;01/02/2023;Utility Statement;Monthly;465585.5
STUL;01/03/2023;Utility Statement;Monthly;647832.58333
STUL;01/04/2023;Utility Statement;Monthly;717040.83333
STUL;01/05/2023;Utility Statement;Monthly;659439.58333
STUL;01/06/2023;Utility Statement;Monthly;638654.41667
SUBY;01/01/2023;Utility Statement;Monthly;221404.0
SUBY;01/02/2023;Utility Statement;Monthly;672715.66667
SUBY;01/03/2023;Utility Statement;Monthly;914344.16667
SUBY;01/04/2023;Utility Statement;Monthly;1178211.66667
SUBY;01/05/2023;Utility Statement;Monthly;1442643.33333
SUBY;01/06/2023;Utility Statement;Monthly;1716628.0
TLGR;01/01/2023;Utility Statement;Monthly;4623357.0
TLGR;01/02/2023;Utility Statement;Monthly;2422304.83333
TLGR;01/03/2023;Utility Statement;Monthly;4416818.58333
TLGR;01/04/2023;Utility Statement;Monthly;3078476.83333
TLGR;01/05/2023;Utility Statement;Monthly;3043979.33333
TLGR;01/06/2023;Utility Statement;Monthly;1167776.66667
TRFR;01/01/2023;Utility Statement;Monthly;2294833.83333
TRFR;01/02/2023;Utility Statement;Monthly;1008393.16667
TRFR;01/03/2023;Utility Statement;Monthly;1347598.83333
TRFR;01/04/2023;Utility Statement;Monthly;679464.33333
TRFR;01/05/2023;Utility Statement;Monthly;937692.41667
TRFR;01/06/2023;Utility Statement;Monthly;815314.0
VANA;01/01/2023;Utility Statement;Monthly;2003953.16667
VANA;01/02/2023;Utility Statement;Monthly;1098459.83333
VANA;01/03/2023;Utility Statement;Monthly;1835032.41667
VANA;01/04/2023;Utility Statement;Monthly;1097084.25
VANA;01/05/2023;Utility Statement;Monthly;1099617.91667
VANA;01/06/2023;Utility Statement;Monthly;568437.58333
VARA;01/01/2023;Utility Statement;Monthly;2806457.33333
VARA;01/02/2023;Utility Statement;Monthly;1682205.66667
VARA;01/03/2023;Utility Statement;Monthly;1691031.83333
VARA;01/04/2023;Utility Statement;Monthly;2212328.58333
VARA;01/05/2023;Utility Statement;Monthly;2415001.41667
VARA;01/06/2023;Utility Statement;Monthly;873216.83333
VEUL;01/01/2023;Utility Statement;Monthly;3098180.0
VEUL;01/02/2023;Utility Statement;Monthly;1662432.33333
VEUL;01/03/2023;Utility Statement;Monthly;2748953.16667
VEUL;01/04/2023;Utility Statement;Monthly;1913874.83333
VEUL;01/05/2023;Utility Statement;Monthly;1686613.16667
VEUL;01/06/2023;Utility Statement;Monthly;1444270.0
VISE;01/01/2023;Utility Statement;Monthly;1579567.0
VISE;01/02/2023;Utility Statement;Monthly;811752.66667
VISE;01/03/2023;Utility Statement;Monthly;1553319.5
VISE;01/04/2023;Utility Statement;Monthly;890807.83333
VISE;01/05/2023;Utility Statement;Monthly;920174.33333
VISE;01/06/2023;Utility Statement;Monthly;493774.83333
