Plant ID;Excedance Probability;Forcast Type;January;February;March;April;May;June;July;August;September;October;November;December;Scenario;Source
ROUS;P50;Generation;3789601200.0;3518915400.0;3540007800.0;2770135200.0;2622488400.0;2038932000.0;1901831400.0;1884254400.0;2313133200.0;3329083800.0;3525946200.0;3919671000.0;Management Case;RDL 2023
ROUS;P75;Generation;3414780600.0;3170867700.0;3189873900.0;2496147600.0;2363104200.0;1837266000.0;1713725700.0;1697887200.0;2084346600.0;2999811900.0;3177203100.0;3531985500.0;Management Case;RDL 2023
ROUS;P90;Generation;3077258800.0;2857454600.0;2874582200.0;2249424800.0;2129531600.0;1655668000.0;1544338600.0;1530065600.0;1878326800.0;2703306200.0;2863163800.0;3182879000.0;Management Case;RDL 2023
RUSH;P50;Generation;5014567000.0;4360290000.0;4124460000.0;3046433000.0;3180276000.0;2344036000.0;1962166000.0;2866335000.0;2904695000.0;3949595000.0;4046520000.0;5400627000.0;Management Case;RDL 2023
SACB;P50;Generation;2741962190.0;2548209940.0;2087128650.0;2307859050.0;1714339510.0;1581901260.0;1527944940.0;1160060930.0;1912996880.0;2187683610.0;2273523210.0;2481990820.0;Management Case;RDL 2023
SACS;P50;Generation;1400155030.0;1301217420.0;1065770950.0;1178484690.0;875409990.0;807781750.0;780229500.0;592373280.0;976852340.0;1117118320.0;1160951440.0;1267403300.0;Management Case;RDL 2023
SACU;P50;Generation;13666432000.0;12700736000.0;10402624000.0;11502784000.0;8544576000.0;7884480000.0;7615552000.0;5781952000.0;9534720000.0;10903808000.0;11331648000.0;12370688000.0;Management Case;RDL 2023
SACU;P75;Generation;12486152810.0;11603857580.0;9504218280.0;10509364750.0;7806637580.0;7203549700.0;6957847230.0;5282603110.0;8711269400.0;9962118340.0;10353008640.0;11302313640.0;Management Case;RDL 2023
SAMI;P50;Generation;1993987800.0;2041463700.0;1515954600.0;1661656500.0;1352244600.0;1041195600.0;938058300.0;420734700.0;965889000.0;1232736300.0;1366978500.0;1840100400.0;Management Case;RDL 2023
SAMI;P75;Generation;1993987800.0;2041463700.0;1515954600.0;1661656500.0;1352244600.0;1041195600.0;938058300.0;420734700.0;965889000.0;1232736300.0;1366978500.0;1840100400.0;Management Case;RDL 2023
SAMI;P90;Generation;1865732400.0;1910154600.0;1418446800.0;1554777000.0;1265266800.0;974224800.0;877721400.0;393672600.0;903762000.0;1153445400.0;1279053000.0;1721743200.0;Management Case;RDL 2023
SAPN;P50;Generation;2215083750.0;2058561620.0;1686078880.0;1864395120.0;1384922620.0;1277932880.0;1234344500.0;937150810.0;1545407250.0;1767311880.0;1836657000.0;2005066750.0;Management Case;RDL 2023
SAPN;P75;Generation;2023781640.0;1880777290.0;1540463420.0;1703379670.0;1265316030.0;1167566280.0;1127742340.0;856215300.0;1411940660.0;1614680860.0;1678037100.0;1831902420.0;Management Case;RDL 2023
SARA;P50;Generation;7967085000.0;6997179000.0;6927900000.0;4572414000.0;4849530000.0;4226019000.0;4087461000.0;4156740000.0;4433856000.0;5819436000.0;6997179000.0;8313480000.0;Management Case;RDL 2023
SARA;P75;Generation;7463270000.0;6554698000.0;6489800000.0;4283268000.0;4542860000.0;3958778000.0;3828982000.0;3893880000.0;4153472000.0;5451432000.0;6554698000.0;7787760000.0;Management Case;RDL 2023
SAUV;P50;Generation;4664979500.0;4736601500.0;3972633750.0;4550384500.0;3977408500.0;3351909750.0;3710019750.0;2482896000.0;3891462000.0;3752993000.0;4244797500.0;4411915500.0;Management Case;RDL 2023
SAUV;P75;Generation;3981882450.0;4043016780.0;3390917500.0;3884067700.0;3394993080.0;2861086660.0;3166758300.0;2119323350.0;3321631800.0;3203438930.0;3623228070.0;3765874830.0;Management Case;RDL 2023
SERY;P50;Generation;2197584750.0;1965508380.0;1836973750.0;1258568000.0;1217508380.0;889031060.0;1008639620.0;962224380.0;1121107380.0;1612038250.0;1795914120.0;1986930880.0;Management Case;RDL 2023
SERY;P75;Generation;2118674080.0;1894931090.0;1771011870.0;1213375460.0;1173790200.0;857107820.0;972421480.0;927672920.0;1080850760.0;1554153330.0;1731426600.0;1915584350.0;Management Case;RDL 2023
SNA1;P50;Generation;174677760000.0;146058240000.0;163822080000.0;130103680000.0;126320640000.0;107405440000.0;109050240000.0;105596160000.0;108721280000.0;137340800000.0;158723200000.0;176980480000.0;Management Case;RDL 2023
SOUR;P50;Generation;4773969500.0;4805466000.0;4328519000.0;3622097500.0;3194645000.0;2636707000.0;2780691000.0;2542217500.0;2992167500.0;4031552000.0;4252027500.0;5030441000.0;Management Case;RDL 2023
SOUR;P75;Generation;4614076800.0;4644518400.0;4183545600.0;3500784000.0;3087648000.0;2548396800.0;2687558400.0;2457072000.0;2891952000.0;3896524800.0;4109616000.0;4861958400.0;Management Case;RDL 2023
STAU;P50;Generation;2333848250.0;2301601750.0;2170600000.0;1489390250.0;1360403880.0;1068169000.0;1152816250.0;1092353880.0;1233432880.0;1755424750.0;1874334120.0;2321756000.0;Management Case;RDL 2023
STAU;P75;Generation;2244782880.0;2213766990.0;2087764590.0;1432551470.0;1308487540.0;1027405050.0;1108821960.0;1050666980.0;1186362060.0;1688433440.0;1802804940.0;2233152100.0;Management Case;RDL 2023
STEN;P50;Generation;1961282000.0;1808774250.0;1726780880.0;1213502250.0;1090512120.0;841252250.0;952763250.0;888808380.0;1016718120.0;1493919620.0;1569353620.0;1835012120.0;Management Case;RDL 2023
STEN;P75;Generation;1893865990.0;1746600460.0;1667425480.0;1171790000.0;1053027470.0;812335520.0;920013500.0;858256980.0;981770020.0;1442568460.0;1515409540.0;1771936440.0;Management Case;RDL 2023
STMB;P50;Generation;1358565620.0;1157948380.0;1134484380.0;827106000.0;814200810.0;664031190.0;713305620.0;710959190.0;770792380.0;1052360379.9999999;1180239250.0;1350353250.0;Management Case;RDL 2023
STMB;P75;Generation;1320120020.0;1125179980.0;1102379980.0;803700000.0;791160010.0;645239990.0;693120020.0;690839990.0;748979980.0;1022579980.0;1146840050.0;1312140050.0;Management Case;RDL 2023
STME;P50;Generation;1355003750.0;1270097880.0;1142157620.0;895581810.0;801371310.0;598993060.0;687388120.0;631559690.0;743216620.0;1002586380.0;1221248000.0;1281728880.0;Management Case;RDL 2023
STME;P75;Generation;1308411550.0;1226425200.0;1102884200.0;864786970.0;773815930.0;578396510.0;663752080.0;609843330.0;717660900.0;968112160.0;1179255030.0;1237656260.0;Management Case;RDL 2023
STSI;P50;Generation;1589200000.0;1383700000.0;1534400000.0;1041200000.0;1013800000.0;671300000.0;835700000.0;890500000.0;863100000.0;1096000000.0;1301500000.0;1479600000.0;Management Case;RDL 2023
STSI;P75;Generation;1496400000.0;1302900000.0;1444800000.0;980400000.0;954600000.0;632100000.0;786900000.0;838500000.0;812700000.0;1032000000.0;1225500000.0;1393200000.0;Management Case;RDL 2023
TAIL;P50;Generation;7248870000.0;6940560000.0;7162830000.0;5327310000.0;6101670000.0;4703520000.0;4768050000.0;4086900000.0;5047680000.0;5965440000.0;6983580000.0;7363590000.0;Management Case;RDL 2023
TEES;P50;Generation;20329747000.0;17407501000.0;18331740000.0;13157241000.0;13983902000.0;11730328000.0;10810007000.0;14770711000.0;14005328000.0;17996322000.0;18038227000.0;20338945000.0;Management Case;RDL 2023
TLGR;P50;Generation;3963080000.0;3494716000.0;3602800000.0;2810184000.0;2702100000.0;2305792000.0;2161680000.0;2125652000.0;2377848000.0;2990324000.0;3458688000.0;4035136000.0;Management Case;RDL 2023
TLGR;P75;Generation;3963080000.0;3494716000.0;3602800000.0;2810184000.0;2702100000.0;2305792000.0;2161680000.0;2125652000.0;2377848000.0;2990324000.0;3458688000.0;4035136000.0;Management Case;RDL 2023
TLGR;P90;Generation;3301870000.0;2911649000.0;3001700000.0;2341326000.0;2251275000.0;1921088000.0;1801020000.0;1771003000.0;1981122000.0;2491411000.0;2881632000.0;3361904000.0;Management Case;RDL 2023
TRAY;P50;Generation;1717105500.0;1646518500.0;1583604000.0;1178496000.0;1064943000.0;831699000.0;913027500.0;890010000.0;966735000.0;1302790500.0;1517620500.0;1732450500.0;Management Case;RDL 2023
TRAY;P75;Generation;1609569600.0;1543403200.0;1484428800.0;1104691200.0;998249600.0;779612800.0;855848000.0;834272000.0;906192000.0;1221201600.0;1422577600.0;1623953600.0;Management Case;RDL 2023
TRFR;P50;Generation;1642006500.0;1622688880.0;1390876120.0;1873819250.0;1642006500.0;1371558380.0;1642006500.0;1777230620.0;1410193880.0;1680642000.0;1873819250.0;1390876120.0;Management Case;RDL 2023
TRFR;P75;Generation;1518968180.0;1501098070.0;1286655430.0;1733410810.0;1518968180.0;1268785200.0;1518968180.0;1644059730.0;1304525680.0;1554708660.0;1733410810.0;1286655430.0;Management Case;RDL 2023
TRGR;P50;Generation;1027365000.0;907782000.0;862103000.0;639062000.0;589198000.0;474877000.0;406074000.0;526358000.0;651277000.0;756523000.0;826920000.0;1103460000.0;Management Case;RDL 2023
VANA;P50;Generation;1793364000.0;1534998000.0;1671780000.0;1170246000.0;1048662000.0;805494000.0;835890000.0;805494000.0;957474000.0;1428612000.0;1428612000.0;1717374000.0;Management Case;RDL 2023
VANA;P75;Generation;1728294380.0;1479302810.0;1611121880.0;1127785310.0;1010612810.0;776267810.0;805560940.0;776267810.0;922733440.0;1376776880.0;1376776880.0;1655061560.0;Management Case;RDL 2023
VARA;P50;Generation;2191982400.0;2082988800.0;2240424000.0;1685364000.0;1412880000.0;1202966400.0;1041494400.0;918372000.0;1334162400.0;1685364000.0;2089044000.0;2298957600.0;Management Case;RDL 2023
VARA;P75;Generation;2017027800.0;1916733600.0;2061603000.0;1550845500.0;1300110000.0;1106950800.0;958366800.0;845071500.0;1227675300.0;1550845500.0;1922305500.0;2115464700.0000002;Management Case;RDL 2023
VEUL;P50;Generation;2454805750.0;2436952500.0;1785313250.0;1673731120.0;1651414750.0;1287657120.0;1392544250.0;1231866120.0;1651414750.0;2182545500.0;2247263000.0;2320907250.0;Management Case;RDL 2023
VEUL;P75;Generation;2220739300.0;2204588360.0;1615083110.0;1514140370.0;1493951870.0;1164878640.0;1259764750.0;1114407320.0;1493951870.0;1974439150.0;2032985810.0;2099608060.0;Management Case;RDL 2023
VISE;P50;Generation;1610300500.0;1439449880.0;1364114250.0;976673500.0;943041500.0;714343810.0;786989000.0;753356940.0;875777500.0;1201335250.0;1345280250.0;1442140500.0;Management Case;RDL 2023
VISE;P75;Generation;1552508980.0;1387789960.0;1315158020.0;941622000.0;909197010.0;688706970.0;758745020.0;726319970.0;844347020.0;1158220940.0;1296999950.0;1390384020.0;Management Case;RDL 2023
VLSQ;P50;Generation;17476096000.0;15367680000.0;12308992000.0;13853184000.0;11329024000.0;10200576000.0;10809344000.0;11833856000.0;11017216000.0;10111488000.0;11358720000.0;12813824000.0;Management Case;RDL 2023
VLSQ;P75;Generation;16104416520.0;14161487770.0;11342872810.0;12765862880.0;10439821420.0;9399944050.0;9960930530.0;10905029710.0;10152486880.0;9317848470.0;10467186610.0;11808081100.0;Management Case;RDL 2023
WALK;P50;Generation;3146321000.0;2706833000.0;2862668000.0;2061869000.0;2114850000.0;1475797000.0;1451577000.0;1968882000.0;2113616000.0;2605585000.0;2872925000.0;3461077000.0;Management Case;RDL 2023
