Plant ID;datetime;Value;meter;date;Date (start);Meter;Interval
LANE;01/02/2023;1558443.5;LANE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RODU;01/02/2023;558986.5;RODU-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LERO;01/02/2023;432981.1666666667;LERO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
COT1;01/02/2023;1673689.3333333333;COT1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
COT2;01/02/2023;1590927.5;COT2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
COT3;01/02/2023;1661106.1666666667;COT3-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
COT4;01/02/2023;1239347.8333333333;COT4-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LEMO;01/02/2023;2118124.8333333335;LEMO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLOS;01/02/2023;1761164.8333333333;PLOS-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SABL;01/02/2023;1232800.3333333333;SABL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
FAYD;01/02/2023;1381901.3333333333;FAYD-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LOMO;01/02/2023;1404854.0;LOMO-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LOMO;01/02/2023;1321274.3333333333;LOMO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LEPI;01/02/2023;1221998.6666666667;LEPI-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LORO;01/02/2023;244135.5;LORO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LORO;01/02/2023;1892975.0;LORO-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LORO;01/02/2023;1198595.1666666667;LORO-SS03-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LORO;01/02/2023;1602145.6666666667;LORO-SS04-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LORO;01/02/2023;1671909.1666666667;LORO-SS05-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LOPV;01/02/2023;2224773.1666666665;LOPV-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LOU2;01/02/2023;317453.5;LOU2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LOYE;01/02/2023;403950.3333333333;LOYE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LUC2;01/02/2023;2438165.6666666665;LUC2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LUCO;01/02/2023;2249497.0;LUCO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
LUX1;01/02/2023;572947.3333333334;LUX1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MACH;01/02/2023;1160124.8333333333;MACH-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MAG1;01/02/2023;1513141.8333333333;MAG1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MAG3;01/02/2023;973526.1666666666;MAG3-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MANO;01/02/2023;339991.8333333333;MANO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MAUR;01/02/2023;930167.6666666666;MAUR-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MAZU;01/02/2023;2383468.5;MAZU-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MDR1;01/02/2023;475455.6666666667;MDR1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MTL1;01/02/2023;1755595.6666666667;MTL1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MOTG;01/02/2023;3067886.1666666665;MOTG-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MOTG;01/02/2023;507680.1666666667;MOTG-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
MODF;01/02/2023;1767055.5;MODF-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NAC1;01/02/2023;2253090.6666666665;NAC1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NAC2;01/02/2023;1867517.0;NAC2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NARB;01/02/2023;246241.83333333334;NARB-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NARB;01/02/2023;286878.3333333333;NARB-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
CDBO;01/02/2023;1470180.1666666667;CDBO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NIED;01/02/2023;2105438.6666666665;NIED-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NIEV;01/02/2023;1092072.6666666667;NIEV-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
NIPL;01/02/2023;897756.0;NIPL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
OUPI;01/02/2023;1922504.6666666667;OUPI-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PAAN;01/02/2023;2429385.3333333335;PAAN-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PAAN;01/02/2023;2457795.8333333335;PAAN-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PEMO;01/02/2023;981499.1666666666;PEMO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLES;01/02/2023;1938874.0;PLES-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLGR;01/02/2023;2272888.0;PLGR-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLAN;01/02/2023;2086613.1666666667;PLAN-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLAN;01/02/2023;1624336.0;PLAN-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLAT;01/02/2023;564800.6666666666;PLAT-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PLEU;01/02/2023;1235970.8333333333;PLEU-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PDCE;01/02/2023;1431168.8333333333;PDCE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PDCE;01/02/2023;313439.1666666667;PDCE-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PDFE;01/02/2023;1831156.6666666667;PDFE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PZIN;01/02/2023;360480.1666666667;PZIN-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PZIN;01/02/2023;305579.6666666667;PZIN-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
POUZ;01/02/2023;1084938.8333333333;POUZ-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
PUYL;01/02/2023;599719.6666666666;PUYL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RAM1;01/02/2023;2006786.3333333333;RAM1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RAM2;01/02/2023;856749.8333333334;RAM2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RAM2;01/02/2023;1074813.3333333333;RAM2-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RAM2;01/02/2023;1888099.5;RAM2-SS03-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RIBE;01/02/2023;1568512.3333333333;RIBE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
RIOL;01/02/2023;402833.0;RIOL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
FRA2;01/02/2023;1650827.5;FRA2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
ROUS;01/02/2023;1459810.3333333333;ROUS-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
ROUS;01/02/2023;1174810.0;ROUS-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STAU;01/02/2023;1962283.5;STAU-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STPA;01/02/2023;495404.8333333333;STPA-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SALL;01/02/2023;1037351.5;SALL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SALZ;01/02/2023;335648.1666666667;SALZ-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SAMO;01/02/2023;268064.0;SAMO-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SAUV;01/02/2023;75105.66666666667;SAUV-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SERY;01/02/2023;1065667.6666666667;SERY-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SBAP;01/02/2023;2747271.5;SBAP-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SJVX;01/02/2023;227703.33333333334;SJVX-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STMB;01/02/2023;489055.5;STMB-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STME;01/02/2023;698843.0;STME-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STSI;01/02/2023;826142.8333333334;STSI-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STUL;01/02/2023;465585.5;STUL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
STEN;01/02/2023;1205415.8333333333;STEN-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SUBY;01/02/2023;579738.3333333334;SUBY-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SUBY;01/02/2023;92977.33333333333;SUBY-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
TLGR;01/02/2023;2422304.8333333335;TLGR-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
VANA;01/02/2023;1098459.8333333333;VANA-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
VARA;01/02/2023;1682205.6666666667;VARA-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
VEUL;01/02/2023;1662432.3333333333;VEUL-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
CDBO;01/02/2023;1482705.0;CDBO-SS02-P;2023-02-01;01/02/2023;Utility Statement;Monthly
VISE;01/02/2023;811752.6666666666;VISE-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
SARA;27/10/2022;0.3333333333333333;SARA-SS02-P;2022-10-27;27/10/2022;Utility Statement;Monthly
SARA;31/10/2022;562.75;SARA-SS03-P;2022-10-31;31/10/2022;Utility Statement;Monthly
SARA;01/11/2022;2014807.6666666667;SARA-SS02-P;2022-11-01;01/11/2022;Utility Statement;Monthly
SARA;01/11/2022;1487301.8333333333;SARA-SS03-P;2022-11-01;01/11/2022;Utility Statement;Monthly
SARA;09/11/2022;15908.083333333334;SARA-SS01-P;2022-11-09;09/11/2022;Utility Statement;Monthly
RAM2;01/02/2023;913349.0;RAM2-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
FRA1;01/02/2023;1179028.3333333333;FRA1-SS01-P;2023-02-01;01/02/2023;Utility Statement;Monthly
TRFR;01/03/2023;1347598.8333333333;TRFR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SOUR;01/03/2023;2580678.0833333335;SOUR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SOUR;01/03/2023;2142001.0;SOUR-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
AUQB;01/03/2023;970364.0;AUQB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
QVA3;01/03/2023;3430046.4166666665;QVA3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
QVA3;01/03/2023;2073900.75;QVA3-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ALVI;01/03/2023;5824497.916666667;ALVI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
AMBE;01/03/2023;853833.3333333334;AMBE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
AMEL;01/03/2023;3085788.6666666665;AMEL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ANPA;01/03/2023;2714427.1666666665;ANPA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SAMI;01/03/2023;2584708.0;SAMI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ARAM;01/03/2023;613227.5;ARAM-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ARTI;01/03/2023;435641.1666666667;ARTI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
AUM3;01/03/2023;2521082.5;AUM3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BAMB;01/03/2023;2643738.0;BAMB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BTS1;01/03/2023;3935106.8333333335;BTS1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BTS2;01/03/2023;3801286.8333333335;BTS2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BVER;01/03/2023;2636963.5;BVER-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BDBS;01/03/2023;4362985.416666667;BDBS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BDBS;01/03/2023;1070067.3333333333;BDBS-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BLAU;01/03/2023;355449.75;BLAU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BARB;01/03/2023;1001975.8333333334;BARB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BOUS;01/03/2023;1706435.1666666667;BOUS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
BRIY;01/03/2023;1611807.4166666667;BRIY-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CAMB;01/03/2023;3085208.4166666665;CAMB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CASH;01/03/2023;2117186.0;CASH-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
DIJO;01/03/2023;1507233.0;DIJO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CHAG;01/03/2023;426099.0833333333;CHAG-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CHGO;01/03/2023;2807462.1666666665;CHGO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CHGO;01/03/2023;2025917.0;CHGO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CEP1;01/03/2023;3487390.4166666665;CEP1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CEP2;01/03/2023;2900158.3333333335;CEP2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLA2;01/03/2023;663495.8333333334;CLA2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLA2;01/03/2023;682763.0833333334;CLA2-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLAM;01/03/2023;2601545.0;CLAM-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLAN;01/03/2023;2324014.0833333335;CLAN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLAN;01/03/2023;2263082.5;CLAN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CLIT;01/03/2023;625376.5;CLIT-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CONI;01/03/2023;3112920.3333333335;CONI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
AUCO;01/03/2023;2155275.5833333335;AUCO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COUR;01/03/2023;3194180.75;COUR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
DEM1;01/03/2023;2785389.0;DEM1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
DEM2;01/03/2023;3486534.9166666665;DEM2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ERIZ;01/03/2023;2528287.5833333335;ERIZ-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ESPI;01/03/2023;1870391.75;ESPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ESPS;01/03/2023;2785334.25;ESPS-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FECA;01/03/2023;1192838.1666666667;FECA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FEND;01/03/2023;514844.0833333333;FEND-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FIEN;01/03/2023;3805047.5;FIEN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FITO;01/03/2023;2133342.0;FITO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CEFF;01/03/2023;2291291.25;CEFF-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FOSS;01/03/2023;1401932.9166666667;FOSS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FREY;01/03/2023;2871811.5833333335;FREY-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GAB1;01/03/2023;925114.0;GAB1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GAB4;01/03/2023;962837.6666666666;GAB4-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GAB7;01/03/2023;205676.91666666666;GAB7-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GABT;01/03/2023;219114.83333333334;GABT-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GAR1;01/03/2023;3006734.0;GAR1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GAR2;01/03/2023;2775179.1666666665;GAR2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GRGT;01/03/2023;1331665.25;GRGT-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GRPL;01/03/2023;3758965.6666666665;GRPL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GUIL;01/03/2023;2353236.5;GUIL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
GUIL;01/03/2023;3678579.4166666665;GUIL-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
HENI;01/03/2023;1736112.25;HENI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
HERO;01/03/2023;2236299.5833333335;HERO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
JADE;01/03/2023;2355595.1666666665;JADE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
JON2;01/03/2023;1125245.8333333333;JON2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
JONC;01/03/2023;1854260.4166666667;JONC-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LBDF;01/03/2023;2703568.1666666665;LBDF-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CARN;01/03/2023;3531270.0;CARN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CARN;01/03/2023;2153685.1666666665;CARN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
HAB1;01/03/2023;3365262.4166666665;HAB1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
HAB2;01/03/2023;2850901.1666666665;HAB2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NOUR;01/03/2023;2469124.75;NOUR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LAPI;01/03/2023;1519491.25;LAPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LAGN;01/03/2023;270835.75;LAGN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LDTE;01/03/2023;2476104.0;LDTE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LANE;01/03/2023;2438446.0;LANE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RODU;01/03/2023;1586279.4166666667;RODU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LERO;01/03/2023;1066743.75;LERO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT1;01/03/2023;2797511.5;COT1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT2;01/03/2023;3060201.9166666665;COT2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT3;01/03/2023;2735246.0833333335;COT3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT4;01/03/2023;2195921.0;COT4-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LEMO;01/03/2023;3736919.1666666665;LEMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLOS;01/03/2023;3093424.75;PLOS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SABL;01/03/2023;3039039.5833333335;SABL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FAYD;01/03/2023;2615525.5833333335;FAYD-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOMO;01/03/2023;2178962.0833333335;LOMO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOMO;01/03/2023;2395740.0;LOMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LEPI;01/03/2023;2228997.25;LEPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2403978.3333333335;LORO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2980676.4166666665;LORO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;1594942.25;LORO-SS03-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2896960.0;LORO-SS04-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2743765.9166666665;LORO-SS05-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOPV;01/03/2023;2200352.0;LOPV-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOU2;01/03/2023;353549.0;LOU2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOYE;01/03/2023;470480.0;LOYE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUC2;01/03/2023;2758310.3333333335;LUC2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUCO;01/03/2023;2454678.1666666665;LUCO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUX1;01/03/2023;806028.3333333334;LUX1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MACH;01/03/2023;2187279.0;MACH-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAG1;01/03/2023;2169123.4166666665;MAG1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAG3;01/03/2023;1242452.0;MAG3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MANO;01/03/2023;509440.4166666667;MANO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAUR;01/03/2023;2800295.6666666665;MAUR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAZU;01/03/2023;4132448.0;MAZU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MDR1;01/03/2023;468696.9166666667;MDR1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MTL1;01/03/2023;2518707.1666666665;MTL1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MOTG;01/03/2023;3995160.8333333335;MOTG-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MOTG;01/03/2023;681414.8333333334;MOTG-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MODF;01/03/2023;2681816.6666666665;MODF-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NAC1;01/03/2023;3246958.6666666665;NAC1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NAC2;01/03/2023;2524079.6666666665;NAC2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NARB;01/03/2023;313001.0;NARB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NARB;01/03/2023;372321.4166666667;NARB-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CDBO;01/03/2023;3249813.8333333335;CDBO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIED;01/03/2023;2751496.6666666665;NIED-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIEV;01/03/2023;1304957.3333333333;NIEV-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIPL;01/03/2023;1287701.5833333333;NIPL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
OUPI;01/03/2023;1380594.8333333333;OUPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PAAN;01/03/2023;3438115.0;PAAN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PAAN;01/03/2023;3550206.6666666665;PAAN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PEMO;01/03/2023;1340615.1666666667;PEMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLES;01/03/2023;3340658.4166666665;PLES-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLGR;01/03/2023;2519677.25;PLGR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAN;01/03/2023;3570293.1666666665;PLAN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAN;01/03/2023;2694075.1666666665;PLAN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAT;01/03/2023;1645161.75;PLAT-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLEU;01/03/2023;3203404.5;PLEU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDCE;01/03/2023;2469164.75;PDCE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDCE;01/03/2023;611399.4166666666;PDCE-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDFE;01/03/2023;2450398.8333333335;PDFE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PZIN;01/03/2023;514401.75;PZIN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PZIN;01/03/2023;444368.25;PZIN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
POUZ;01/03/2023;952276.5833333334;POUZ-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PUYL;01/03/2023;907861.0;PUYL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM1;01/03/2023;2817091.1666666665;RAM1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;1500777.5833333333;RAM2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;1528657.1666666667;RAM2-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;3175195.5833333335;RAM2-SS03-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RIBE;01/03/2023;2995527.4166666665;RIBE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RIOL;01/03/2023;516045.5833333333;RIOL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FRA1;01/03/2023;0.0;FRA1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FRA2;01/03/2023;905457.1666666666;FRA2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ROUS;01/03/2023;2842130.3333333335;ROUS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ROUS;01/03/2023;2004520.1666666667;ROUS-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STAU;01/03/2023;2803386.0;STAU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STPA;01/03/2023;599705.6666666666;STPA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
