Plant ID;Date (start);Interval;Meter;Value
BVER-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;2368927.6
BVER-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;2472028.7
BVER-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;2196293.2
BVER-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;1946932.4
BVER-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;1486574.0
BVER-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;1352302.8
BVER-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;1158089.1
BVER-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;1469790.1
BVER-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;2169918.5
BVER-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;2503198.8
BVER-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;2445654.0
JONC-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;3452104.8
JONC-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;3258624.0
JONC-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;3241652.0
JONC-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;2875056.8
JONC-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;2810563.2
JONC-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;2247092.8
JONC-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;2433784.8
JONC-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;2196176.8
JONC-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;2257276.0
JONC-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;2756252.8
JONC-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;3217891.2
JONC-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;3200919.2
CHPI-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;19257540.0
CHPI-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;17045750.0
CHPI-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;16131100.0
CHPI-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;12156530.0
CHPI-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;11491330.0
CHPI-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;9545620.0
CHPI-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;9894850.0
CHPI-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;9429210.0
CHPI-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;10809500.0
CHPI-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;14750810.0
CHPI-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;16496960.0
CHPI-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;19307430.0
JAVI-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;3483810.0
JAVI-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;3216780.0
JAVI-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;3145365.0
JAVI-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;2452950.0
JAVI-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;2154870.0
JAVI-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;1782270.0
JAVI-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;1760535.0
JAVI-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;1605285.0
JAVI-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;1946835.0
JAVI-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;2651670.0
JAVI-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;3179520.0
JAVI-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;3670110.0
LEMO-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;3523630.0
LEMO-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;3203300.0
LEMO-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;3075790.0
LEMO-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;2366710.0
LEMO-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;2133460.0
LEMO-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;1797580.0
LEMO-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;1862890.0
LEMO-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;1707390.0
LEMO-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;1993510.0
LEMO-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;2634170.0
LEMO-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;3113110.0
LEMO-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;3691570.0
SALL-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;1934044.2
SALL-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;1637922.6
SALL-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;1483692.6
SALL-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;1068813.9
SALL-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;1007121.9
SALL-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;760353.9
SALL-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;822045.9
SALL-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;777319.2
SALL-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;920753.1
SALL-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;1420458.3
SALL-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;1644091.8
SALL-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;1944840.3
JON2-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;1569392.5
JON2-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;1461359.9
JON2-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;1451140.6
JON2-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;1243834.8
JON2-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;1205877.4
JON2-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;886159.3
JON2-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;992732.0
JON2-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;858421.2
JON2-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;891998.9
JON2-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;1176679.4
JON2-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;1436541.6
JON2-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;1427782.2
VARA-ECP001-METER001;01/01/2022;Monthly;Forecast Generation;2191982.4
VARA-ECP001-METER001;01/02/2022;Monthly;Forecast Generation;2082988.8
VARA-ECP001-METER001;01/03/2022;Monthly;Forecast Generation;2240424.0
VARA-ECP001-METER001;01/04/2022;Monthly;Forecast Generation;1685364.0
VARA-ECP001-METER001;01/05/2022;Monthly;Forecast Generation;1412880.0
VARA-ECP001-METER001;01/06/2022;Monthly;Forecast Generation;1202966.4
VARA-ECP001-METER001;01/07/2022;Monthly;Forecast Generation;1041494.4
VARA-ECP001-METER001;01/08/2022;Monthly;Forecast Generation;918372.0
VARA-ECP001-METER001;01/09/2022;Monthly;Forecast Generation;1334162.4
VARA-ECP001-METER001;01/10/2022;Monthly;Forecast Generation;1685364.0
VARA-ECP001-METER001;01/11/2022;Monthly;Forecast Generation;2089044.0
VARA-ECP001-METER001;01/12/2022;Monthly;Forecast Generation;2298957.6
FIEN-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;3327453.4128
FIEN-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;2803265.5464
FIEN-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;2618090.4849
FIEN-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;1951460.2635
FIEN-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;2045472.2178
FIEN-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;1703610.5658
FIEN-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;1749192.1194
FIEN-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;1695064.0245
FIEN-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;1891634.4744
FIEN-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;2606695.0965
FIEN-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;2863091.3355
FIEN-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;3233441.4585
BVER-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;2407290.8
BVER-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;2368927.6
BVER-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;2472028.7
BVER-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;2196293.2
BVER-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;1946932.4
BVER-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;1486574.0
BVER-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;1352302.8
BVER-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;1158089.1
BVER-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;1469790.1
BVER-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;2169918.5
BVER-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;2503198.8
BVER-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;2445654.0
JONC-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;3452104.8
JONC-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;3258624.0
JONC-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;3241652.0
JONC-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;2875056.8
JONC-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;2810563.2
JONC-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;2247092.8
JONC-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;2433784.8
JONC-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;2196176.8
JONC-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;2257276.0
JONC-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;2756252.8
JONC-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;3217891.2
JONC-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;3200919.2
CHPI-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;19257540.0
CHPI-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;17045750.0
CHPI-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;16131100.0
CHPI-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;12156530.0
CHPI-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;11491330.0
CHPI-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;9545620.0
CHPI-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;9894850.0
CHPI-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;9429210.0
CHPI-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;10809500.0
CHPI-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;14750810.0
CHPI-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;16496960.0
CHPI-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;19307430.0
JAVI-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;3483810.0
JAVI-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;3216780.0
JAVI-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;3145365.0
JAVI-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;2452950.0
JAVI-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;2154870.0
JAVI-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;1782270.0
JAVI-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;1760535.0
JAVI-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;1605285.0
JAVI-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;1946835.0
JAVI-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;2651670.0
JAVI-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;3179520.0
JAVI-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;3670110.0
LEMO-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;3523630.0
LEMO-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;3203300.0
LEMO-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;3075790.0
LEMO-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;2366710.0
LEMO-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;2133460.0
LEMO-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;1797580.0
LEMO-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;1862890.0
LEMO-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;1707390.0
LEMO-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;1993510.0
LEMO-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;2634170.0
LEMO-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;3113110.0
LEMO-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;3691570.0
SALL-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;1934044.2
SALL-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;1637922.6
SALL-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;1483692.6
SALL-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;1068813.9
SALL-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;1007121.9
SALL-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;760353.9
SALL-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;822045.9
SALL-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;777319.2
SALL-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;920753.1
SALL-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;1420458.3
SALL-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;1644091.8
SALL-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;1944840.3
JON2-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;1569392.5
JON2-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;1461359.9
JON2-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;1451140.6
JON2-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;1243834.8
JON2-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;1205877.4
JON2-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;886159.3
JON2-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;992732.0
JON2-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;858421.2
JON2-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;891998.9
JON2-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;1176679.4
JON2-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;1436541.6
JON2-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;1427782.2
VARA-ECP001-METER001;01/01/2023;Monthly;Forecast Generation;2191982.4
VARA-ECP001-METER001;01/02/2023;Monthly;Forecast Generation;2082988.8
VARA-ECP001-METER001;01/03/2023;Monthly;Forecast Generation;2240424.0
VARA-ECP001-METER001;01/04/2023;Monthly;Forecast Generation;1685364.0
VARA-ECP001-METER001;01/05/2023;Monthly;Forecast Generation;1412880.0
VARA-ECP001-METER001;01/06/2023;Monthly;Forecast Generation;1202966.4
VARA-ECP001-METER001;01/07/2023;Monthly;Forecast Generation;1041494.4
VARA-ECP001-METER001;01/08/2023;Monthly;Forecast Generation;918372.0
VARA-ECP001-METER001;01/09/2023;Monthly;Forecast Generation;1334162.4
VARA-ECP001-METER001;01/10/2023;Monthly;Forecast Generation;1685364.0
VARA-ECP001-METER001;01/11/2023;Monthly;Forecast Generation;2089044.0
VARA-ECP001-METER001;01/12/2023;Monthly;Forecast Generation;2298957.6
