date,project,act_energy_consumption,act_energy_generation,act_energy_iec,act_energy,act_prod_iec_revenue,duration_full_perf,duration_no_full_perf,duration_running,gained_energy_iec_consolidated,gained_energy_iec_PC,gained_prod_iec_revenue,line_count,lost_energy_iec_consolidated,lost_energy_iec_PC,lost_prod_iec_revenue,pot_energy_iec_consolidated,pot_energy_iec_consolidated_when_avail,pot_energy_PC,pot_energy_PC_when_avail,pot_prod_iec_revenue,rr_act_power_iec_pot_power_iec_consolidated,rr_act_power_iec,rr_pot_power_iec_consolidated,rr_wind_speed_act_power_iec,rr_wind_speed,wind_speed_avg,monthly_asset_act_energy_iec_not_excluded,monthly_asset_duration,monthly_asset_gained_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_contractor,monthly_asset_lost_energy_iec_consolidated_excluded,monthly_asset_lost_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_owner,monthly_asset_pot_energy_iec_consolidated_not_excluded,act_energy_windga,wind_speed_avg_windga,act_prod_iec_revenue_windga,pba_owner_windga,monthly_asset_contract_availability_windga,tba_iec_op_windga,pba_edf_om,pba_iec_op,pba_management,pba_owner,tba_iec_om,tba_iec_op,monthly_asset_contract_availability,monthly_asset_contract_pba,monthly_asset_contract_tba,act_energy_coverage,wind_speed_avg_coverage,act_prod_iec_revenue_coverage,pba_owner_coverage,monthly_asset_contract_availability_coverage,tba_iec_op_coverage
2022-08-01,ALLA,"-6066,637","850884,3659999999","850884,3659999999","844817,729","77864,402","9767225,52","946374,48","10424447,48","31814,568","28849,302","2911,332","17856,0","96358,24799999999","113123,814","8817,782","917327,038","895847,951","935158,8779999999","922784,5530000001","83944,638","0,9995","0,9995","1,0","0,98925","0,98925","5,329","852763,493","10713600,0","31814,567","14146,818000000001","0,0","96378,10699999999","19106,103","917327,032",,,,,,,"0,983984072678232","0,9623789018000611","0,9840106635439473","0,9624110251399023","0,9818379657631422","0,9730107041517324","0,9870966030132697",,"0,9870966030132697",1,1,1,1,1,1
2022-08-01,ALVI,"6104,273999999999","2234559,259","2234559,259","2240663,533","188484,832","11275878,01","2116121,99","11942245,32","45603,033","22076,961","3846,5609999999997","22320,0","483236,903","594935,215","40760,933000000005","2682947,0990000004","2539924,664","2807417,515","2675485,666","226306,326","0,9865999999999999","0,9865999999999999","1,0","0,985","0,985","5,746","2245318,27","13392000,0","45691,415","47748,006","0,0","483404,205","183019,106","2683031,061",,,,,,,"0,9880644768703126","0,9063958582870852","0,9830754415768795","0,9064417884455005","0,9790558811622729","0,8918180414922106","0,9841011367521368",,"0,9841011367521368",1,1,1,1,1,1
2022-08-01,AMEL,"788,524","1233886,733","1233886,733","1234675,257","305880,509","8393490,67","4998509,33","12211305,89","15567,167","7912,63","1712,3780000000002","22320,0","311135,944","516975,505","34224,92","1530353,848","1381026,137","1742949,6090000002","1567768,522","338491,86199999996","0,998","0,998","1,0","0,994","0,994","5,7661999999999995","1234768,601","13392000,0","15567,182","148811,812","0,0","311152,437","8686,952000000001","1530353,857",,,,,,,"0,8930290497320308","0,8866992209292185","0,8930783937912523","0,8868148648679418","0,9165248473499514","0,9148855507670095","0,9103352203623597",,"0,9103352203623597",1,1,1,1,1,1
2022-08-01,AUCO,"-1157,034","845609,863","845609,863","844452,829","44817,070999999996","8116778,017","7953621,983","8674003,372","4139,807","4728,693","219,419","26784,0","623114,4720000001","448337,685","33024,8","1475198,126","952590,423","1289218,836","965341,331","78185,016","0,9954999999999999","0,9954999999999999","1,0","0,8863333333333333","0,8863333333333333","5,866666666666667","856067,0","16070400,0","4139,8060000000005","74177,964","0,0","623270,9480000001","463319,51399999997","1475198,131",,,,,,,"0,8577196346092267","0,6252244808531053","0,8387055773713633","0,6114532970462884","0,9214892891171105","0,5497920611806116","0,973097091594645",,"0,973097091594645",1,1,1,1,1,1
2022-08-01,AUM3,"42934,794","828614,2220000001","828614,2220000001","871549,0160000001","75246,43","5395053,59","13353746,41","5706991,2700000005","16022,164999999999","16212,998","1454,979","31248,0","1220672,469","980179,564","110849,45999999999","2034220,354","847293,269","1792580,7859999998","854035,43","184727,704","0,9984285714285714","0,9984285714285714","1,0","0,9395714285714286","0,9395714285714286","5,476999999999999","829570,035","18748800,0","16022,164999999999","66454,506","0,0","1220672,446","1124472,311","2034220,316",,,,,,,"0,8271474683468347","0,4101983766603428","0,8029386687572637","0,4102982779304879","0,8497497029143197","0,30439234884365934","0,9729784179075707",,"0,9729784179075707",1,1,1,1,1,1
2022-08-01,AUQB,"-831,228","713673,382","713673,382","712842,154","37824,502","5857073,055","7534926,945","6995442,205","12022,107","14816,973","637,144","22320,0","507492,512","325997,414","26896,987","1246521,892","796036,842","1025234,675","736943,541","66065,384","0,9847999999999999","0,9847999999999999","1,0","0,9162000000000001","0,9162000000000001","5,7364","750910,502","13392000,0","12022,107","89935,834","0,0","507633,496","363743,022","1246521,881",,,,,,,"0,8388231162714129","0,6111834039284411","0,8385825699628484","0,6114442689935761","0,862177449946266","0,523268272760414","0,9507607445124745",,"0,9507607445124745",1,1,1,1,1,1
2022-08-01,BAMB,"-6380,605","621015,848","621015,848","614635,243","28877,382","9746977,928","6323422,072000001","10097706,974","6142,844","1720,611","285,647","26784,0","354963,92299999995","359210,823","16505,908","969836,922","753472,009","978506,055","757796,228","45097,641","1,0","1,0","1,0","1,0","1,0","4,786833333333333","621015,848","16070400,0","6142,852","17403,368000000002","0,0","354963,902","206687,326","969836,8910000001","589156,0",,"27395,8","0,7759","0,988","0,51883","0,90388198385684","0,7348320754216644","0,9038838888008204","0,7348373307323959","0,8927478832511948","0,6283419811579052","0,9661820184314018",,"0,9661820184314018",1,1,1,1,1,1
2022-08-01,BARB,"0,0","802928,452","802928,452","802928,452","79963,77100000001","14375776,0","1694624,0","15304588,0","8592,814","7328,275000000001","855,828","26784,0","169857,37099999998","204411,709","16916,231","964193,009","919766,148","1000011,885","955308,125","96024,174","1,0","1,0","1,0","1,0","1,0","5,0565",,,,,,,,,,,,,,,"0,9884242132876438","0,9273960605332481","0,9884326728360782","0,9274491192633117","0,9856219509159697","0,9523464257268021","0,0",,,1,1,1,1,1,1
2022-08-01,BDBS,"-19704,086","2153174,703","2153174,703","2133470,617","192343,162","20048091,2","6735908,8","20181746,18","61429,886999999995","65026,908","5487,488","44640,0","325657,20900000003","436321,538","29091,135","2424416,131","2181828,911","2524469,333","2317567,706","216573,378","0,9986","0,9986","1,0","0,9914999999999999","0,9914999999999999","5,0123","2160218,093","26784000,0","61570,37","100279,454","0,0","358189,799","176562,609","2456837,522",,,,,,,"0,9594094922384362","0,898064216461551","0,9594314185174719","0,89809756600454","0,9368933787345893","0,7535169612521189","0,9545732608748512",,"0,9545732608748512",1,1,1,1,1,1
2022-08-01,BOUS,"213,678","638052,137","638052,137","638265,815","102528,591","5326741,1","5386858,9","8982946,32","17783,148","19107,628","1956,127","17856,0","218940,244","299446,70499999996","24083,443","839209,248","720598,783","918391,212","771686,595","124655,91399999999","1,0","1,0","1,0","1,0","1,0","4,933","638052,137","10713600,0","17783,142","130337,386","0,0","218940,246","349,133","839209,243",,,,,,,"0,8443476644225323","0,8280631532498233","0,8460999612309295","0,8299987718062601","0,8395349910394265","0,8384619847670252","0,8451298768541842",,"0,8451298768541842",1,1,1,1,1,1
