date,project,act_energy_consumption,act_energy_generation,act_energy_iec,act_energy,act_prod_iec_revenue,duration_full_perf,duration_no_full_perf,duration_running,gained_energy_iec_consolidated,gained_energy_iec_PC,gained_prod_iec_revenue,line_count,lost_energy_iec_consolidated,lost_energy_iec_PC,lost_prod_iec_revenue,pot_energy_iec_consolidated,pot_energy_iec_consolidated_when_avail,pot_energy_PC,pot_energy_PC_when_avail,pot_prod_iec_revenue,rr_act_power_iec_pot_power_iec_consolidated,rr_act_power_iec,rr_pot_power_iec_consolidated,rr_wind_speed_act_power_iec,rr_wind_speed,wind_speed_avg,monthly_asset_act_energy_iec_not_excluded,monthly_asset_duration,monthly_asset_gained_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_contractor,monthly_asset_lost_energy_iec_consolidated_excluded,monthly_asset_lost_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_owner,monthly_asset_pot_energy_iec_consolidated_not_excluded,act_energy_windga,wind_speed_avg_windga,act_prod_iec_revenue_windga,pba_owner_windga,monthly_asset_contract_availability_windga,tba_iec_op_windga,pba_edf_om,pba_iec_op,pba_management,pba_owner,tba_iec_om,tba_iec_op,monthly_asset_contract_availability,monthly_asset_contract_pba,monthly_asset_contract_tba,act_energy_coverage,wind_speed_avg_coverage,act_prod_iec_revenue_coverage,pba_owner_coverage,monthly_asset_contract_availability_coverage,tba_iec_op_coverage
2022-01-01,ALLA,"-5681,208","2688679,3789999997","2688679,3789999997","2682998,171","246041,065","9094110,14","1619489,8599999999","10680276,21","83640,71800000001","50129,025","7653,991","17856,0","220074,435","325220,972","20139,048000000003","2825113,085","2821031,265","2963771,324","2959778,052","258526,11800000002","1,0","1,0","1,0","1,0","1,0","7,833","2688679,3789999997","10713600,0","83640,71900000001","11214,668","0,0","220074,445","117632,213","2825113,102","2637267,0","7,9","241336,3","0,998","0,99853","0,99735","0,9988008056617615","0,95426741929647","0,998800860506224","0,9542695087405961","0,9986932543682796","0,9968895805331542","0,9986411742690058",,"0,9986411742690058",1,1,1,1,1,1
2022-01-01,ALVI,"-10342,16","3008033,791","3008033,791","2997691,631","253727,226","12223618,21","1168381,79","13023939,46","122957,228","81778,797","10371,425","22320,0","328283,772","444592,363","27690,658000000003","3213491,932","3192243,882","3370847,355","3350165,318","271057,56","1,0","1,0","1,0","0,9996","0,9996","5,9398","3008034,01","13392000,0","122957,229","62192,445999999996","0,0","328415,147","148249,31199999998","3213491,924",,,,,,,"0,9936454528526467","0,934614302012351","0,9936860450065098","0,9346526116014433","0,9811100448028675","0,9725163873954601","0,9834335235531628",,"0,9834335235531628",1,1,1,1,1,1
2022-01-01,AMEL,"23954,559","2259219,411","2259219,411","2283173,9699999997","214106,237","8857536,76","4534463,24","13114923,71","126364,573","56474,308","11975,512","22320,0","138586,444","265939,93299999996","13133,823","2271441,261","2211756,362","2468685,0360000003","2410556,692","215264,55800000002","1,0","1,0","1,0","1,0","1,0","6,546200000000001","2259219,411","13392000,0","126364,552","7888,608","0,0","138586,44","83668,334","2271441,301",,,,,,,"0,9986670640112877","0,9609185423242346","0,9890983787753372","0,9610524737399369","0,993550307646356","0,9793103128733573","0,994361682082905",,"0,994361682082905",1,1,1,1,1,1
2022-01-01,AUCO,"-659,475","1674992,808","1674992,808","1674333,333","88774,366","14855036,478","1215363,522","15078281,243","73367,482","82330,247","3888,478","26784,0","207053,10099999997","238639,06","10973,907","1819545,109","1649363,807","1831301,624","1673520,948","96435,687","0,988","0,988","1,0","0,9766666666666667","0,9766666666666667","6,16","1685859,4810000001","16070400,0","73367,478","184227,954","0,0","207053,096","5208,031","1819545,1",,,,,,,"0,9101019996505287","0,8983797975966415","0,9101174896969264","0,8983973074594198","0,9412227062176423","0,9382642151408802","0,9320437270380597",,"0,9320437270380597",1,1,1,1,1,1
2022-01-01,AUM3,"-10932,304","2353008,167","2353008,167","2342075,863","213676,506","17608733,29","1140066,71","18544076,56","61355,77","58143,768000000004","5571,8330000000005","31248,0","92880,91200000001","117412,20300000001","8434,523000000001","2421128,407","2385932,001","2412276,604","2370942,853","219862,404","0,9861428571428571","0,9861428571428571","1,0","0,986","0,986","5,9065714285714295","2386737,549","18748800,0","61355,776","25482,717","0,0","95746,611","31823,277000000002","2421128,394",,,,,,,"0,9898663281998236","0,9773348366940028","0,9896969133420183","0,9773934887885948","0,9915526588368322","0,989080717699266","0,9917157847248023",,"0,9917157847248023",1,1,1,1,1,1
2022-01-01,AUQB,"-638,117","1344537,4640000002","1344537,4640000002","1343899,347","71260,268","10412199,41","2979800,59","10515785,893","106306,39600000001","126029,194","5634,243","22320,0","361349,81200000003","187557,43600000002","19151,516","1599839,6300000001","1246841,1269999999","1406065,706","1229414,976","84791,245","0,9997999999999999","0,9997999999999999","1,0","0,9298","0,9298","6,101999999999999","1344622,852","13392000,0","106306,397","353320,717","0,0","361523,179","2261,125","1599839,635",,,,,,,"0,7923069878746752","0,791134996598584","0,7921010163370847","0,7909295426129431","0,7869186264712911","0,7853696819173089","0,7880633184378346",,"0,7880633184378346",1,1,1,1,1,1
2022-01-01,BAMB,"-2589,702","1787474,643","1787474,643","1784884,941","83117,712","14581812,074000001","1488587,926","15300592,567","71295,233","70886,785","3315,195","26784,0","207770,095","203501,928","9661,398000000001","1931962,0559999999","1838876,709","1920089,784","1831726,356","89836,492","0,9975","0,9975","1,0","0,995","0,995","5,849833333333334","1795487,192","16070400,0","71295,23","84634,02600000001","0,0","207770,097","27964,853","1931962,0559999999","1757520,0",,"81492,2","0,95057","0,9637","0,95675","0,9528839711779373","0,9420587883830094","0,9515493834250048","0,9407397272088078","0,9551928338253061","0,952844883296591","0,9598816844633612",,"0,9598816844633612",1,1,1,1,1,1
2022-01-01,BARB,"190161,32","874025,55","874025,55","1064186,87","87044,344","10562537,0","5507863,0","12790526,0","10752,881","7093,682","1070,926","26784,0","642652,56","724422,858","64001,868","1505925,229","1014585,524","1591354,726","1055145,713","149975,286","1,0","1,0","1,0","1,0","1,0","5,438333333333333",,,,,,,,,"1041173,0","5,42394","103690,42","0,83906","0,9972","0,89781","0,9410075264299299","0,611026393123908","0,9410233336617377","0,6111306199108","0,9555996739346874","0,7959058890880127","0,9972",,,1,1,1,1,1,1
2022-01-01,BDBS,"-13266,909","4262310,061","4262310,061","4249043,152","380752,161","23446522,88","3337477,12","26384707,36","193390,167","125221,89199999999","17275,549","44640,0","390140,822","834323,728","34851,521","4461737,404","4408671,519","4971411,896","4910605,978","398567,245","0,9992000000000001","0,9992000000000001","1,0","0,9974000000000001","0,9974000000000001","6,734100000000001","4264932,637","26784000,0","193408,762","22145,195","0,0","383481,14","114938,597","4455005,015",,,,,,,"0,9965333989369718","0,9676339987762029","0,9964968575881455","0,9676107074621461","0,9955641736487596","0,98513625759816","0,9958213943592091",,"0,9958213943592091",1,1,1,1,1,1
2022-01-01,BOUS,"27,419","1289908,732","1289908,732","1289936,151","126165,95499999999","6270532,81","4443067,19","10324380,92","64392,581999999995","31469,443","6298,227000000001","17856,0","126151,562","177385,197","12338,887999999999","1351667,716","1275051,829","1435824,486","1367480,8190000001","132206,619","1,0","1,0","1,0","1,0","1,0","5,599","1289908,732","10713600,0","64392,576","45116,312","0,0","126151,565","37929,166","1351667,721",,,,,,,"0,9670183804716744","0,9390855523081575","0,9443778976650193","0,9395132910091348","0,983155706765233","0,9636705607825568","0,9839621118741563",,"0,9839621118741563",1,1,1,1,1,1
