date,project,act_energy_consumption,act_energy_generation,act_energy_iec,act_energy,act_prod_iec_revenue,duration_full_perf,duration_no_full_perf,duration_running,gained_energy_iec_consolidated,gained_energy_iec_PC,gained_prod_iec_revenue,line_count,lost_energy_iec_consolidated,lost_energy_iec_PC,lost_prod_iec_revenue,pot_energy_iec_consolidated,pot_energy_iec_consolidated_when_avail,pot_energy_PC,pot_energy_PC_when_avail,pot_prod_iec_revenue,rr_act_power_iec_pot_power_iec_consolidated,rr_act_power_iec,rr_pot_power_iec_consolidated,rr_wind_speed_act_power_iec,rr_wind_speed,wind_speed_avg,monthly_asset_act_energy_iec_not_excluded,monthly_asset_duration,monthly_asset_gained_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_contractor,monthly_asset_lost_energy_iec_consolidated_excluded,monthly_asset_lost_energy_iec_consolidated_not_excluded,monthly_asset_lost_energy_iec_consolidated_owner,monthly_asset_pot_energy_iec_consolidated_not_excluded,act_energy_windga,wind_speed_avg_windga,act_prod_iec_revenue_windga,pba_owner_windga,monthly_asset_contract_availability_windga,tba_iec_op_windga,pba_edf_om,pba_iec_op,pba_management,pba_owner,tba_iec_om,tba_iec_op,monthly_asset_contract_availability,monthly_asset_contract_pba,monthly_asset_contract_tba,act_energy_coverage,wind_speed_avg_coverage,act_prod_iec_revenue_coverage,pba_owner_coverage,monthly_asset_contract_availability_coverage,tba_iec_op_coverage
2023-03-01,ALLA,"-4242,815","3686500,635","3686500,635","3682257,82","357737,995","9784625,87","928974,13","10284356,41","113337,335","81512,356","10998,271","17856,0","201679,75","197996,793","19570,914","3774843,071","3631823,661","3802985,071","3769840,736","366310,638","1,0","1,0","1,0","0,979","0,979","9,818249999999999","3686500,635","10713600,0","113337,297","126067,23999999999","0,0","201679,773","25602,954","3774843,112",,,,,,,"0,967113853669189","0,960447391648044","0,9671440762681762","0,9604837272015532","0,9632885575343488","0,9599347007541816","0,9704361999035341",,"0,9704361999035341",1,1,1,1,1,1
2023-03-01,ALVI,"4268,019","5893174,95","5893174,95","5897442,9690000005","528204,438","11481217,5","1910782,5","13093528,85","129857,174","80140,42","11639,198","22320,0","679439,899","719090,784","60898,214","6442757,684","6303340,106","6532125,313999999","6465427,085","577463,468","1,0","1,0","1,0","0,9945999999999999","0,9945999999999999","8,491800000000001","5893174,95","13392000,0","129854,806","142803,149","0,0","679454,4650000001","416859,262","6442774,613",,,,,,,"0,9787442883164084","0,9132708486224593","0,9787442883164084","0,9132708486224593","0,9797065091099164","0,9777127277479092","0,9794668460934252",,"0,9794668460934252",1,1,1,1,1,1
2023-03-01,AMEL,"840,469","3205687,81","3205687,81","3206528,279","352625,717","10682857,059999999","2709142,94","13254426,059999999","136863,461","34539,206999999995","15054,993","22320,0","164490,35499999998","357233,706","18093,951","3233314,68","3168438,598","3528382,3090000004","3464468,838","355664,677","1,0","1,0","1,0","1,0","1,0","7,7538","3205687,81","13392000,0","136863,486","52765,178","0,0","164490,336","46216,259","3233314,662",,,,,,,"0,9927033543671138","0,9699949618279483","0,9927162530757819","0,9700480034605291","0,995700648148148","0,9897271550179211","0,9951311571441466",,"0,9951311571441466",1,1,1,1,1,1
2023-03-01,ANPA,"52194,692","2693082,885","2693082,885","2745277,577","193901,965","6398354,93","4315245,07","7198534,8","189649,783","223747,94700000001","13654,798","17856,0","1152696,134","1073547,565","82994,159","3656129,2399999998","2609751,7","3542882,506","2560317,6859999998","263241,314","1,0","1,0","1,0","1,0","1,0","6,70925","2693082,885","10713600,0","189649,793","9327,164999999999","0,0","1152696,1","1037944,8969999999","3656129,189",,,,,,,"0,9967173060909393","0,7196685399917874","0,9966487330586742","0,720007298227075","0,9957952639635604","0,6719062499999999","0,9965060023134179",,"0,9965060023134179",1,1,1,1,1,1
2023-03-01,AUCO,"693,3829999999999","2174724,44","2174724,44","2175417,823","115260,09700000001","11465147,859","4605252,141","11774548,079","45662,354999999996","54548,038","2420,129","26784,0","415532,501","245076,27500000002","22023,198","2546615,451","2183966,447","2365252,694","2238226,593","134970,249","0,999","0,999","1,0","0,9638333333333332","0,9638333333333332","7,191","2176522,8389999997","16070400,0","45662,393","48048,473999999995","0,0","415755,012","332599,087","2546615,442",,,,,,,"0,9764218297593086","0,8510212083495787","0,9764248424190071","0,8512190876388365","0,9735915073053564","0,7326854390058741","0,9818093105892047",,"0,9818093105892047",1,1,1,1,1,1
2023-03-01,AUM3,"-14432,479","2559040,38","2559040,38","2544607,901","246435,612","11267134,41","7481665,59","12049858,18","48343,737","43579,202","4655,526","31248,0","801880,037","719033,38","77220,998","3313870,513","2580184,422","3234494,557","2612510,872","319125,644","0,9998571428571429","0,9998571428571429","1,0","0,9994285714285714","0,9994285714285714","6,978857142857143","2559841,176","18748800,0","48343,684","89306,058","0,0","802373,096","670287,855","3313870,5949999997",,,,,,,"0,9694253665445266","0,7711041663965408","0,9616578967478284","0,7713437301830989","0,9588997141150367","0,6427002357484212","0,9727705611682054",,"0,9727705611682054",1,1,1,1,1,1
2023-03-01,AUQB,"4278,64","904473,6340000001","904473,6340000001","908752,274","47936,948000000004","4465679,69","8926320,31","4511911,72","52284,296","60610,051","2771,057","22320,0","879428,072","100557,562","46609,825","1759795,505","885851,387","944421,143","852289,17","93269,12","0,9794","0,9794","1,0","0,3962","0,3962","7,7934","931169,713","13392000,0","52284,297999999995","13790,252","0,0","880910,1020000001","862056,548","1759795,5119999999",,,,,,,"0,9923007722787391","0,5089773679664555","0,9910538450814059","0,515730782639392","0,9971514259833223","0,3373272898332111","0,9973118582532051",,"0,9973118582532051",1,1,1,1,1,1
2023-03-01,BAMB,"-944,25","1506353,077","1506353,077","1505408,827","70045,437","15036960,545","1033439,4550000001","15047769,546999998","36507,498","36009,097","1697,577","26784,0","259743,564","156363,045","12078,169","3135148,23","2959277,486","1626707,0289999999","1557918,75","145784,50699999998","0,6608333333333333","0,6608333333333333","1,0","0,638","0,638","6,667999999999999","2908210,188","16070400,0","36507,508","81376,975","0,0","263445,50899999996","95042,876","3135148,194",,,,,,,"0,973028467528197","0,916953273767784","0,9578607287653361","0,9439396549941423","0,9513618300987591","0,9443108809058202","0,9517710645036838",,"0,9517710645036838",1,1,1,1,1,1
2023-03-01,BARB,"59,0","985204,243","985204,243","985263,243","104323,284","6603029,0","9467371,0","7276857,0","8939,126","3155,838","946,5980000000001","26784,0","1095928,166","223507,288","116048,03600000001","2073237,029","1124029,304","1205555,691","1165932,529","219535,236","0,999","0,999","1,0","0,531","0,531","6,202500000000001",,,,,,,,,,,,,,,"0,9881313295361394","0,4913371041973523","0,9881324278077652","0,49164883657293035","0,9350573725607327","0,4528111932497013","0,0",,,1,1,1,1,1,1
2023-03-01,BDBS,"-7839,107","5464478,8","5464478,8","5456639,693","518196,627","26554156,62","229843,38","26629766,57","166390,58000000002","381142,625","15778,828","44640,0","128231,851","103899,15","12160,194","5426320,0030000005","5397713,348","5187235,327","5160172,392","514577,993","1,0","1,0","1,0","1,0","1,0","7,3515","5464478,8","26784000,0","166390,731","25534,462","0,0","128231,775","3728,772","5426319,843",,,,,,,"0,9953501984021087","0,9946897366597319","0,9953506747198658","0,9946902806340652","0,9953436465800478","0,9942415834080048","0,9961078174957515",,"0,9961078174957515",1,1,1,1,1,1
